experiment2_results
id_sim,City ,Compliance,Cumulative economic index,Hospitalize ,Deceased ,Order Vac,Length of action 0       (days),Length of action 1     (days),Length of action 2.      (days),Length of action 3     (days),Length of action 4        (days),Length of action 5      (days),Length of action 6      (days),Length of action 7       (days),Length of action 8        (days),Length of action 9        (days),Length of action 10       (days),Rt
96,Holon ,0.75,1621761455,994,469,DESCENDING,0,0,30,0,60,0,0,0,30,0,0,1.123
97,Holon ,0.75,3184966490,209,39,DESCENDING,0,0,0,0,90,30,0,0,0,0,0,1.150
98,Holon ,0.75,2539650692,582,454,DESCENDING,0,30,0,30,30,0,30,0,0,0,0,0.978
99,Holon ,0.75,2668960565,225,49,DESCENDING,0,30,0,0,30,30,0,30,0,0,0,1.013
100,Holon ,0.75,2480224092,573,114,DESCENDING,0,30,0,0,30,30,30,0,0,0,0,1.086
101,Holon ,0.75,3118220717,310,59,DESCENDING,60,0,0,0,30,0,30,0,0,0,0,1.117
102,Holon ,0.75,2081007165,1355,324,DESCENDING,0,0,0,0,0,0,60,0,30,0,30,0.922
103,Holon ,0.75,1862257210,1084,208,DESCENDING,0,30,0,0,0,0,0,0,30,0,30,0.964
104,Holon ,0.75,2708286723,147,23,DESCENDING,0,0,0,0,30,0,60,30,0,0,0,1.020
105,Holon ,0.75,2414244931,569,430,DESCENDING,0,0,30,0,60,30,0,0,0,0,0,0.901
106,Holon ,0.75,2132749715,283,56,DESCENDING,0,0,0,0,30,0,30,60,0,0,0,1.116
107,Holon ,0.75,2772060290,457,76,DESCENDING,30,0,0,0,60,0,0,0,0,30,0,1.053
108,Holon ,0.75,3040514482,322,49,DESCENDING,0,0,0,0,60,0,0,0,60,0,0,0.974
109,Holon ,0.75,3048023239,250,393,DESCENDING,0,0,30,0,60,0,30,0,0,0,0,0.914
110,Holon ,0.75,2453975104,536,109,DESCENDING,0,0,0,0,90,0,0,0,0,0,30,1.043
111,Holon ,0.75,2213133479,1108,248,DESCENDING,30,0,0,0,30,0,30,0,0,0,30,0.982
112,Holon ,0.75,2134449358,1088,273,DESCENDING,0,0,0,0,30,0,30,0,0,0,60,1.035
113,Holon ,0.75,2058945762,838,154,DESCENDING,30,30,0,0,60,0,0,0,0,0,0,1.040
114,Holon ,0.75,2080745719,1098,254,DESCENDING,0,30,0,60,30,0,0,0,0,0,0,1.000
115,Holon ,0.75,2027939928,1145,476,DESCENDING,30,0,0,30,0,30,0,0,0,0,30,1.065
116,Holon ,0.75,2241827185,777,522,DESCENDING,0,0,30,0,60,0,0,0,30,0,0,1.020
117,Holon ,0.75,2207662747,811,562,DESCENDING,0,0,30,0,60,0,0,30,0,0,0,0.951
118,Holon ,0.75,2260774816,536,143,DESCENDING,0,0,0,0,90,0,0,0,30,0,0,0.923
119,Holon ,0.75,2231642490,164,249,DESCENDING,30,0,0,60,0,0,0,30,0,0,0,0.939
120,Holon ,0.75,2364057728,140,18,DESCENDING,0,0,0,0,0,0,30,60,0,30,0,0.958
121,Holon ,1.0,2045322046,169,351,DESCENDING,0,0,30,0,0,0,60,30,0,0,0,1.015
122,Holon ,1.0,2572234398,425,86,DESCENDING,0,0,0,0,90,0,0,0,0,30,0,0.960
123,Holon ,1.0,2192286446,966,175,DESCENDING,30,0,0,0,60,0,0,0,30,0,0,1.072
124,Holon ,1.0,2022217473,1227,757,DESCENDING,0,0,60,0,0,30,0,0,30,0,0,1.004
125,Holon ,1.0,1932689162,1157,569,DESCENDING,0,30,30,0,30,0,0,0,30,0,0,1.010
126,Holon ,1.0,2472367914,455,92,DESCENDING,60,0,0,0,60,0,0,0,0,0,0,1.017
127,Holon ,1.0,1808206699,1193,509,DESCENDING,30,30,30,0,0,30,0,0,0,0,0,0.914
128,Holon ,1.0,3299539520,130,21,DESCENDING,0,0,0,0,30,0,30,0,0,60,0,1.165
129,Holon ,1.0,1836850951,1366,320,DESCENDING,0,0,0,0,30,30,0,0,30,0,30,0.981
130,Holon ,1.0,3243223930,190,34,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,1.092
131,Holon ,1.0,3123882292,127,18,DESCENDING,0,0,0,0,30,90,0,0,0,0,0,1.098
132,Holon ,1.0,3362829055,26,5,DESCENDING,0,0,0,0,30,30,30,0,0,0,30,1.161
133,Holon ,1.0,3123873463,191,103,DESCENDING,0,0,30,0,30,60,0,0,0,0,0,0.963
134,Holon ,1.0,2536372409,423,65,DESCENDING,0,0,0,0,60,0,30,0,0,0,30,1.034
135,Holon ,1.0,2199528606,1305,279,DESCENDING,30,0,0,0,0,0,0,0,60,30,0,1.080
136,Holon ,1.0,3303428566,183,39,DESCENDING,0,0,0,0,60,0,0,0,0,60,0,1.128
137,Holon ,1.0,2636348884,428,230,DESCENDING,30,30,30,0,30,0,0,0,0,0,0,1.060
138,Holon ,1.0,2674608176,302,384,DESCENDING,0,0,30,0,30,0,60,0,0,0,0,1.036
139,Holon ,1.0,3177725039,87,12,DESCENDING,0,0,0,0,30,0,60,0,30,0,0,1.125
140,Holon ,1.0,3361926878,26,7,DESCENDING,0,0,0,0,60,0,0,30,30,0,0,0.488
141,Holon ,1.0,3080944299,306,103,DESCENDING,0,0,30,0,60,30,0,0,0,0,0,1.163
142,Holon ,1.0,1969982591,848,174,DESCENDING,30,0,0,0,60,30,0,0,0,0,0,1.033
143,Holon ,1.0,2909980216,226,38,DESCENDING,0,0,0,0,90,0,30,0,0,0,0,0.982
144,Holon ,1.0,3167244032,211,34,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,1.097
145,Holon ,1.0,1690709921,618,392,DESCENDING,0,0,0,30,60,0,0,30,0,0,0,0.838
146,Holon ,1.0,2887263050,267,37,DESCENDING,30,60,0,0,30,0,0,0,0,0,0,1.056
147,Holon ,1.0,3341572302,162,42,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,1.119
148,Holon ,1.0,2499032160,103,54,DESCENDING,30,0,30,0,30,0,0,30,0,0,0,0.902
149,Holon ,1.0,2560882056,423,89,DESCENDING,30,0,0,0,60,0,0,0,0,0,30,1.032
150,Holon ,1.0,3164015282,227,44,DESCENDING,0,0,0,0,90,0,0,0,0,30,0,1.085
151,Holon ,1.0,2946043627,354,223,DESCENDING,30,0,30,0,60,0,0,0,0,0,0,0.994
152,Holon ,1.0,3400536546,116,20,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,1.165
153,Holon ,1.0,3374203386,155,17,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,1.147
154,Holon ,1.0,3301842292,164,39,DESCENDING,30,0,0,0,90,0,0,0,0,0,0,0.891
155,Holon ,1.0,3405644616,134,15,DESCENDING,0,0,0,0,90,0,0,0,30,0,0,1.045
156,Holon ,1.0,2376829493,443,89,DESCENDING,0,0,0,0,60,0,30,0,0,30,0,1.072
157,Holon ,1.0,3188761661,37,9,DESCENDING,0,0,0,0,30,0,90,0,0,0,0,1.000
158,Holon ,1.0,2100585315,126,24,DESCENDING,0,0,0,0,30,30,0,0,30,0,30,0.993
159,Holon ,1.0,3073973780,35,7,DESCENDING,0,0,0,0,30,0,0,90,0,0,0,1.124
160,Holon ,1.0,3221666105,182,31,DESCENDING,0,0,0,0,90,30,0,0,0,0,0,1.119
161,Holon ,1.0,3409225506,114,28,DESCENDING,30,0,0,0,90,0,0,0,0,0,0,0.371
162,Holon ,1.0,3214486752,195,33,DESCENDING,0,0,0,0,60,0,0,0,0,30,30,1.141
163,Holon ,1.0,3140079469,47,10,DESCENDING,0,0,0,0,30,0,0,60,30,0,0,1.171
164,Holon ,1.0,3350304997,62,17,DESCENDING,0,0,0,0,30,0,30,0,0,30,30,1.141
165,Holon ,1.0,2960908661,245,145,DESCENDING,0,30,0,30,0,0,0,30,30,0,0,0.998
166,Holon ,1.0,3238701810,83,10,DESCENDING,0,0,0,0,90,0,0,30,0,0,0,1.091
167,Holon ,1.0,2124081733,1079,314,DESCENDING,0,0,0,30,30,0,0,0,0,60,0,0.282
168,Holon ,1.0,2035505030,899,159,DESCENDING,30,0,0,0,60,0,30,0,0,0,0,1.097
169,Holon ,1.0,1995015815,858,572,DESCENDING,0,30,0,30,30,0,0,30,0,0,0,0.961
170,Holon ,1.0,3020912320,182,47,DESCENDING,0,0,0,0,90,0,30,0,0,0,0,1.071
171,Holon ,1.0,2658782548,522,420,DESCENDING,0,0,30,0,60,0,0,0,0,30,0,0.955
172,Holon ,1.0,2266125582,250,113,DESCENDING,30,0,0,0,60,30,0,0,0,0,0,0.999
173,Holon ,1.0,2983275294,200,30,DESCENDING,30,0,0,0,30,0,0,30,30,0,0,0.964
174,Holon ,1.0,3216242302,434,231,DESCENDING,30,0,30,0,0,30,0,30,0,0,0,0.895
175,Holon ,1.0,3037447380,130,65,DESCENDING,60,0,30,0,0,0,0,30,0,0,0,0.990
176,Holon ,1.0,3033756687,464,117,DESCENDING,30,30,0,0,0,0,0,0,60,0,0,0.988
177,Holon ,1.0,2845839796,185,152,DESCENDING,30,0,0,0,30,0,30,0,30,0,0,0.970
178,Holon ,1.0,2987909740,688,124,DESCENDING,0,0,0,0,30,0,30,30,0,0,30,0.939
179,Holon ,1.0,3867361387,110,80,DESCENDING,0,0,0,0,30,30,30,30,0,0,0,0.948
180,Holon ,1.0,2884524202,112,13,DESCENDING,60,0,0,0,0,30,30,0,0,0,0,0.866
1,Bene Beraq,0.35,1962031189,589,217,ASCENDING,0,0,30,0,0,30,0,0,30,0,30,0.881
2,Bene Beraq,0.35,1870349641,409,108,ASCENDING,30,0,0,0,0,0,30,30,30,0,0,0.827
3,Bene Beraq,0.35,1989102887,499,223,ASCENDING,0,0,0,30,0,0,30,0,30,0,30,0.811
4,Bene Beraq,0.35,2019551542,481,341,ASCENDING,0,0,30,30,0,30,0,0,30,0,0,1.003
5,Bene Beraq,0.35,1986825955,442,110,ASCENDING,0,0,0,0,30,0,0,30,30,0,30,0.767
6,Bene Beraq,0.35,1886846960,594,235,ASCENDING,0,0,30,0,0,0,30,0,30,0,30,1.017
7,Bene Beraq,0.35,1960629403,609,138,ASCENDING,0,30,0,0,0,0,0,0,60,30,0,1.058
8,Bene Beraq,0.35,1945551971,567,169,ASCENDING,30,0,0,0,30,0,30,0,30,0,0,0.828
9,Bene Beraq,0.35,1768041581,420,388,ASCENDING,0,0,0,30,0,0,0,30,30,30,0,1.083
10,Bene Beraq,0.35,1978257853,280,57,ASCENDING,0,0,0,0,0,30,90,0,0,0,0,1.002
11,Bene Beraq,0.35,2021778681,576,137,ASCENDING,0,0,0,0,0,0,30,0,30,30,30,0.888
12,Bene Beraq,0.35,1876671757,449,111,ASCENDING,0,0,0,0,0,30,30,30,30,0,0,1.192
13,Bene Beraq,0.35,1924987749,138,89,ASCENDING,0,60,0,0,0,0,30,30,0,0,0,0.928
14,Bene Beraq,0.35,1874779372,530,119,ASCENDING,0,0,0,0,0,30,0,0,60,0,30,0.964
15,Bene Beraq,0.35,1882065916,499,144,ASCENDING,30,60,0,0,0,30,0,0,0,0,0,0.920
16,Bene Beraq,0.35,1862824814,547,147,ASCENDING,0,0,0,0,0,0,30,0,30,60,0,1.010
17,Bene Beraq,0.35,1976600453,480,138,ASCENDING,0,0,0,30,30,0,0,0,30,30,0,1.014
18,Bene Beraq,0.35,2092965549,501,331,ASCENDING,0,0,30,30,0,0,0,0,30,0,30,1.004
19,Bene Beraq,0.35,2151434228,460,267,ASCENDING,0,0,30,0,0,0,30,0,30,30,0,1.060
20,Bene Beraq,0.35,1986552735,554,266,ASCENDING,0,0,0,30,30,0,0,0,30,0,30,1.035
21,Bene Beraq,0.35,1946478129,290,66,ASCENDING,0,0,0,0,0,30,60,0,30,0,0,0.916
22,Bene Beraq,0.35,1955052568,436,93,ASCENDING,0,60,0,0,0,0,0,30,30,0,0,0.978
23,Bene Beraq,0.35,2092887780,567,116,ASCENDING,30,0,0,0,0,0,30,0,60,0,0,1.038
24,Bene Beraq,0.35,1895015532,647,124,ASCENDING,0,0,0,0,0,60,0,0,60,0,0,0.934
25,Bene Beraq,0.35,1920028336,547,224,ASCENDING,0,0,0,30,30,0,0,0,30,0,30,0.947
26,Bene Beraq,0.35,2242045153,445,110,ASCENDING,0,0,0,0,30,0,30,0,30,0,30,1.060
27,Bene Beraq,0.35,1921964706,490,123,ASCENDING,0,0,0,0,30,0,30,0,30,30,0,0.964
28,Bene Beraq,0.35,1913680725,573,132,ASCENDING,0,30,0,0,0,30,0,0,30,0,30,0.938
29,Bene Beraq,0.35,2011670300,330,202,ASCENDING,0,0,30,0,0,0,0,60,30,0,0,1.369
30,Bene Beraq,0.35,2088244045,290,68,ASCENDING,0,30,0,0,30,30,0,0,0,0,30,0.978
31,Bene Beraq,0.35,1964721159,487,139,ASCENDING,30,30,0,0,0,0,30,0,30,0,0,0.939
32,Bene Beraq,0.35,1797285619,539,148,ASCENDING,0,30,0,0,0,30,30,0,30,0,0,1.063
33,Bene Beraq,0.35,1843175085,640,132,ASCENDING,30,0,0,0,0,0,30,0,30,30,0,0.825
34,Bene Beraq,0.35,2020670875,553,335,ASCENDING,0,0,0,60,0,0,0,0,30,30,0,1.155
35,Bene Beraq,0.35,1899353587,458,262,ASCENDING,0,30,0,30,0,0,30,0,30,0,0,0.934
36,Bene Beraq,0.35,1916787824,512,290,ASCENDING,0,30,0,30,0,0,0,0,60,0,0,0.994
37,Bene Beraq,0.35,1793076231,611,129,ASCENDING,0,30,0,0,0,30,30,0,0,0,30,0.899
38,Bene Beraq,0.35,1904795280,321,73,ASCENDING,0,0,0,0,30,0,0,0,30,30,30,0.977
39,Bene Beraq,0.35,2116930845,538,276,ASCENDING,0,0,30,0,30,0,0,0,30,0,30,0.959
40,Bene Beraq,0.35,1860753326,620,152,ASCENDING,0,0,0,0,30,0,30,0,30,0,30,1.104
41,Bene Beraq,0.35,1980417453,483,303,ASCENDING,30,0,30,0,30,0,0,0,30,0,0,1.061
42,Bene Beraq,0.35,1943982565,574,389,ASCENDING,0,0,30,30,0,0,0,0,30,0,30,1.073
43,Bene Beraq,0.35,1802882167,341,75,ASCENDING,30,0,0,0,0,60,0,0,30,0,0,0.987
44,Bene Beraq,0.35,1805602676,557,159,ASCENDING,0,30,0,0,0,60,0,0,30,0,0,0.792
45,Bene Beraq,0.35,2009340533,575,234,ASCENDING,0,0,30,0,0,0,0,0,60,0,30,1.011
46,Bene Beraq,0.35,1876484750,591,238,ASCENDING,30,0,0,30,0,30,0,0,0,30,0,0.950
47,Bene Beraq,0.35,1884259741,540,257,ASCENDING,0,30,0,30,30,0,30,0,0,0,0,1.161
48,Bene Beraq,0.35,1866672832,629,166,ASCENDING,0,30,0,0,0,30,0,0,0,0,60,0.928
49,Bene Beraq,0.35,1381090006,431,88,ASCENDING,0,30,0,0,0,0,30,30,0,0,30,0.842
50,Bene Beraq,0.35,1792961356,567,146,ASCENDING,0,30,0,0,0,30,30,0,30,0,0,0.883
51,Bene Beraq,0.35,2006673279,257,81,ASCENDING,0,0,0,0,0,0,60,30,0,30,0,0.864
52,Bene Beraq,0.35,2027171303,421,104,ASCENDING,0,0,0,0,0,0,0,60,30,0,30,0.944
53,Bene Beraq,0.35,2060448892,442,75,ASCENDING,0,0,0,0,60,0,0,0,30,0,30,0.994
54,Bene Beraq,0.35,2089311470,536,115,ASCENDING,0,0,0,0,0,0,0,30,30,60,0,1.109
55,Bene Beraq,0.35,2065744564,625,222,ASCENDING,0,30,0,30,0,0,30,0,0,0,30,1.182
56,Bene Beraq,0.35,2084600680,530,126,ASCENDING,0,30,0,0,0,0,30,0,0,30,30,0.905
57,Bene Beraq,0.35,2104567447,511,271,ASCENDING,0,60,30,0,0,0,0,0,30,0,0,1.070
58,Bene Beraq,0.35,1905320631,674,500,ASCENDING,0,0,0,0,30,0,30,30,0,0,30,0.899
59,Bene Beraq,0.35,1976493539,463,389,ASCENDING,0,0,30,30,0,0,0,0,0,0,60,0.948
60,Bene Beraq,0.35,1993685830,568,124,ASCENDING,0,0,0,0,0,0,30,0,30,60,0,0.988
61,Bene Beraq,0.75,2031583502,564,138,ASCENDING,30,30,0,0,0,0,30,0,30,0,0,0.951
62,Bene Beraq,0.75,1933697713,585,133,ASCENDING,0,0,0,0,30,0,30,0,30,0,30,1.129
63,Bene Beraq,0.75,2391405223,305,245,ASCENDING,0,0,0,30,30,0,0,0,30,30,0,0.934
64,Bene Beraq,0.75,1769896789,168,227,ASCENDING,0,0,0,30,0,30,0,30,0,0,30,0.892
65,Bene Beraq,0.75,1675329671,535,128,ASCENDING,30,0,0,0,0,30,30,0,0,30,0,0.939
66,Bene Beraq,0.75,1656311499,527,112,ASCENDING,0,30,0,0,30,0,30,0,0,0,30,1.105
67,Bene Beraq,0.75,1872122559,373,253,ASCENDING,0,0,0,30,30,0,0,0,30,0,30,0.998
68,Bene Beraq,0.75,1778125697,164,145,ASCENDING,30,0,30,0,0,0,0,30,30,0,0,0.809
69,Bene Beraq,0.75,2175897026,433,90,ASCENDING,0,0,0,0,30,0,30,0,30,0,30,0.993
70,Bene Beraq,0.75,2577499718,148,132,ASCENDING,0,0,0,30,30,0,30,30,0,0,0,0.958
71,Bene Beraq,0.75,2046013012,582,98,ASCENDING,0,30,0,0,30,0,0,0,30,30,0,1.054
72,Bene Beraq,0.75,2471984696,281,272,ASCENDING,0,0,0,30,30,0,0,0,60,0,0,0.986
73,Bene Beraq,0.75,2105436992,434,124,ASCENDING,0,60,0,0,0,30,0,0,0,0,30,0.956
74,Bene Beraq,0.75,2740625490,166,155,ASCENDING,0,0,60,0,30,0,30,0,0,0,0,0.966
75,Bene Beraq,0.75,1949822604,424,109,ASCENDING,0,0,0,0,0,0,30,0,60,0,30,0.884
76,Bene Beraq,0.75,2019108537,80,20,ASCENDING,0,0,0,0,0,60,0,60,0,0,0,0.680
77,Bene Beraq,0.75,1986708541,277,171,ASCENDING,0,0,0,30,0,0,0,0,30,0,60,0.999
78,Bene Beraq,0.75,2008121602,181,164,ASCENDING,0,0,0,30,0,0,0,60,30,0,0,0.653
79,Bene Beraq,0.75,2076109436,95,157,ASCENDING,0,30,30,0,0,0,0,30,0,0,30,0.596
80,Bene Beraq,0.75,2465404338,371,69,ASCENDING,0,0,0,0,60,0,30,0,30,0,0,0.985
81,Bene Beraq,0.75,2617235312,243,234,ASCENDING,0,0,0,30,30,0,0,0,30,0,30,0.991
82,Bene Beraq,0.75,2335318037,421,94,ASCENDING,60,30,0,0,0,0,0,0,30,0,0,1.014
83,Bene Beraq,0.75,2235318037,249,67,ASCENDING,0,30,0,0,0,0,30,30,30,0,0,0.857
84,Bene Beraq,0.75,2422359654,92,25,ASCENDING,0,0,0,0,60,30,0,30,0,0,0,1.020
85,Bene Beraq,0.75,2711919967,436,68,ASCENDING,0,30,0,30,0,0,30,0,30,0,0,0.850
86,Bene Beraq,0.75,2423406794,406,69,ASCENDING,30,0,0,0,30,0,30,0,30,0,0,1.103
87,Bene Beraq,0.75,2351462565,302,232,ASCENDING,0,0,30,0,0,0,30,0,30,30,0,0.958
88,Bene Beraq,0.75,1820813977,476,233,ASCENDING,0,30,30,0,0,0,30,0,0,0,30,1.062
89,Bene Beraq,0.75,1974850901,468,222,ASCENDING,30,0,0,30,0,0,30,0,30,0,0,0.892
90,Bene Beraq,0.75,2247653715,277,195,ASCENDING,0,0,30,0,0,60,0,0,30,0,0,1.052
91,Bene Beraq,0.75,2087842561,257,177,ASCENDING,0,60,0,30,0,0,0,0,30,0,0,0.894
92,Bene Beraq,0.75,2222663604,404,224,ASCENDING,0,0,0,30,0,60,0,0,30,0,0,0.727
93,Bene Beraq,0.75,2030818104,537,116,ASCENDING,0,0,0,0,0,0,30,0,60,0,30,1.076
94,Bene Beraq,0.75,2303036049,311,230,ASCENDING,0,0,30,0,30,0,0,0,60,0,0,0.889
95,Bene Beraq,0.75,2143299556,545,129,ASCENDING,30,30,0,0,0,0,0,0,30,0,30,0.881
96,Bene Beraq,0.75,2146384267,475,151,ASCENDING,0,0,0,30,0,30,30,0,30,0,0,1.057
97,Bene Beraq,0.75,2630590746,357,305,ASCENDING,0,0,30,0,0,0,30,0,60,0,0,0.856
98,Bene Beraq,0.75,2089391263,170,28,ASCENDING,0,0,0,0,0,0,0,60,30,30,0,1.025
99,Bene Beraq,0.75,1994953440,485,166,ASCENDING,0,30,0,30,0,0,0,0,30,0,30,0.868
100,Bene Beraq,0.75,2081379338,478,98,ASCENDING,0,30,0,0,0,0,0,30,60,0,0,1.053
101,Bene Beraq,0.75,1898214693,639,127,ASCENDING,0,0,0,0,0,60,30,0,30,0,0,0.957
102,Bene Beraq,0.75,1864046939,633,186,ASCENDING,30,30,30,0,0,0,0,0,0,30,0,1.035
103,Bene Beraq,0.75,2001272329,366,217,ASCENDING,0,0,0,30,30,0,0,0,30,0,30,0.982
104,Bene Beraq,0.75,2848138863,144,26,ASCENDING,0,0,0,0,0,0,30,0,0,90,0,1.003
105,Bene Beraq,0.75,2422453748,217,245,ASCENDING,0,0,0,30,30,30,0,0,30,0,0,1.013
106,Bene Beraq,0.75,2406526154,242,56,ASCENDING,0,0,0,0,90,0,0,0,30,0,0,0.955
107,Bene Beraq,0.75,2011995504,455,107,ASCENDING,0,0,0,0,30,0,0,0,30,0,60,0.719
108,Bene Beraq,0.75,1624221257,319,286,ASCENDING,0,0,0,30,0,30,30,0,30,0,0,1.143
109,Bene Beraq,0.75,2131624244,110,100,ASCENDING,30,0,30,0,0,0,0,30,0,0,30,0.979
110,Bene Beraq,0.75,2021190520,328,257,ASCENDING,0,0,30,0,0,0,0,30,30,30,0,1.018
111,Bene Beraq,0.75,2161470694,393,197,ASCENDING,30,0,0,0,30,30,0,30,0,0,0,0.954
112,Bene Beraq,0.75,2224730831,295,211,ASCENDING,0,0,0,30,30,0,30,30,0,0,0,1.000
113,Bene Beraq,0.75,2136260689,429,119,ASCENDING,0,30,0,30,0,0,30,0,0,30,0,0.951
114,Bene Beraq,0.75,2164421892,442,89,ASCENDING,0,0,0,0,60,30,0,0,0,30,0,1.095
115,Bene Beraq,0.75,2158974433,277,192,ASCENDING,0,0,30,0,0,30,0,0,30,0,30,0.896
116,Bene Beraq,0.75,2239007761,359,188,ASCENDING,0,30,0,30,60,0,0,0,0,0,0,1.088
117,Bene Beraq,0.75,2149522754,464,123,ASCENDING,30,0,0,60,0,0,0,0,30,0,0,1.000
118,Bene Beraq,0.75,2297084153,467,138,ASCENDING,0,0,0,30,0,0,0,0,30,0,60,0.954
119,Bene Beraq,0.75,2289438433,324,83,ASCENDING,30,0,0,0,30,0,30,0,30,0,0,0.903
120,Bene Beraq,0.75,2201654991,175,139,ASCENDING,0,0,0,0,0,0,30,30,0,0,60,1.012
121,Bene Beraq,1.0,2036433389,473,138,ASCENDING,0,0,0,0,0,0,30,30,30,0,30,0.992
122,Bene Beraq,1.0,2204304790,336,367,ASCENDING,0,30,0,30,0,0,30,0,30,0,0,0.987
123,Bene Beraq,1.0,2208113276,254,47,ASCENDING,0,30,0,0,30,0,60,0,0,0,0,0.998
124,Bene Beraq,1.0,3092064786,138,293,ASCENDING,0,0,30,0,0,30,60,0,0,0,0,0.987
125,Bene Beraq,1.0,2080160913,480,92,ASCENDING,60,0,0,0,0,30,0,30,0,0,0,1.025
126,Bene Beraq,1.0,2066211466,507,118,ASCENDING,30,30,0,0,0,30,30,0,0,0,0,0.923
127,Bene Beraq,1.0,2957609591,65,16,ASCENDING,0,0,0,0,30,60,30,0,0,0,0,1.082
128,Bene Beraq,1.0,1610046302,334,284,ASCENDING,0,30,0,30,0,30,0,0,0,30,0,1.046
129,Bene Beraq,1.0,2275870307,66,11,ASCENDING,30,0,0,0,0,30,0,30,30,0,0,0.974
130,Bene Beraq,1.0,2228922004,466,102,ASCENDING,30,0,0,0,0,30,0,0,0,30,30,0.928
131,Bene Beraq,1.0,2188327438,172,34,ASCENDING,0,0,0,0,0,0,30,30,60,0,0,1.010
132,Bene Beraq,1.0,2200011196,406,105,ASCENDING,30,0,0,0,30,0,30,0,0,30,0,0.991
133,Bene Beraq,1.0,2385386249,410,229,ASCENDING,30,0,0,30,0,0,30,0,30,0,0,0.956
134,Bene Beraq,1.0,2207770755,439,100,ASCENDING,0,0,0,0,0,30,30,0,0,30,30,0.927
135,Bene Beraq,1.0,3056158900,51,8,ASCENDING,30,0,0,0,30,0,30,30,0,0,0,1.082
136,Bene Beraq,1.0,3026502808,99,22,ASCENDING,0,0,0,0,90,30,0,0,0,0,0,1.106
137,Bene Beraq,1.0,2768523692,161,32,ASCENDING,0,0,0,0,30,0,30,0,30,0,30,1.072
138,Bene Beraq,1.0,2327012796,193,217,ASCENDING,0,0,0,30,30,0,30,0,0,30,0,0.933
139,Bene Beraq,1.0,2581788703,218,34,ASCENDING,0,0,0,0,30,30,0,0,30,0,30,1.051
140,Bene Beraq,1.0,1925344851,132,24,ASCENDING,0,30,0,0,60,0,0,0,30,0,0,0.964
141,Bene Beraq,1.0,2179193483,278,504,ASCENDING,0,0,30,60,0,0,0,0,0,30,0,0.832
142,Bene Beraq,1.0,3082511881,54,16,ASCENDING,0,30,0,0,30,0,30,0,0,30,0,1.132
143,Bene Beraq,1.0,2237926589,466,117,ASCENDING,30,0,0,0,0,30,30,0,0,30,0,0.813
144,Bene Beraq,1.0,1971207037,410,114,ASCENDING,60,60,0,0,0,0,0,0,0,0,0,0.701
145,Bene Beraq,1.0,2038986712,414,107,ASCENDING,30,0,0,0,0,30,30,0,0,0,30,0.822
146,Bene Beraq,1.0,2137370603,65,14,ASCENDING,0,0,0,0,0,0,30,30,0,30,30,0.959
147,Bene Beraq,1.0,2886754009,30,7,ASCENDING,0,0,0,0,30,0,30,60,0,0,0,1.018
148,Bene Beraq,1.0,2338316204,381,223,ASCENDING,30,0,0,30,0,0,30,0,0,0,30,0.971
149,Bene Beraq,1.0,2902704712,109,28,ASCENDING,0,0,0,0,90,30,0,0,0,0,0,0.984
150,Bene Beraq,1.0,2842954567,130,19,ASCENDING,60,0,0,0,30,0,30,0,0,0,0,1.003
151,Bene Beraq,1.0,2916149743,81,25,ASCENDING,0,30,0,0,60,30,0,0,0,0,0,1.059
152,Bene Beraq,1.0,2142508804,348,252,ASCENDING,0,30,30,0,0,0,30,0,0,30,0,0.858
153,Bene Beraq,1.0,1972407533,413,218,ASCENDING,0,30,0,30,0,0,30,0,0,30,0,0.984
154,Bene Beraq,1.0,2365579712,68,235,ASCENDING,0,0,0,30,0,0,30,30,0,30,0,0.885
155,Bene Beraq,1.0,2326027027,270,229,ASCENDING,0,0,30,0,30,0,0,0,30,0,30,0.800
156,Bene Beraq,1.0,2910143336,60,7,ASCENDING,30,0,0,0,30,0,30,30,0,0,0,1.078
157,Bene Beraq,1.0,2379065013,222,214,ASCENDING,0,0,0,30,30,0,30,0,0,30,0,0.941
158,Bene Beraq,1.0,2921902263,87,218,ASCENDING,0,0,30,0,60,0,0,30,0,0,0,0.967
159,Bene Beraq,1.0,1884711610,211,28,ASCENDING,60,30,0,0,0,0,0,30,0,0,0,0.925
160,Bene Beraq,1.0,3078589534,58,18,ASCENDING,0,30,0,0,60,0,30,0,0,0,0,1.104
161,Bene Beraq,1.0,2133127235,475,98,ASCENDING,30,0,0,0,0,30,0,0,0,30,30,0.995
162,Bene Beraq,1.0,2211440179,62,8,ASCENDING,30,0,0,0,30,0,30,30,0,0,0,0.920
163,Bene Beraq,1.0,2484862398,246,455,ASCENDING,0,0,30,30,0,30,0,0,0,0,30,1.022
164,Bene Beraq,1.0,3118307068,42,8,ASCENDING,30,0,0,0,30,0,30,0,0,0,30,0.597
165,Bene Beraq,1.0,2897094565,112,341,ASCENDING,30,0,30,0,30,0,30,0,0,0,0,0.986
166,Bene Beraq,1.0,2661490025,139,36,ASCENDING,0,30,0,0,30,30,0,0,0,30,0,1.014
