strategy,day,critical,deceased,reward,economic_index
Bene-Beraq_ASCENDING_0.35,23,0,0,-28014123.26968410,84111580.45
Bene-Beraq_ASCENDING_0.35,24,0,0,55979263.85026200,112101212.25
Bene-Beraq_ASCENDING_0.35,25,0,0,55930220.82967340,140066322.55
Bene-Beraq_ASCENDING_0.35,26,0,0,-27933345.287867300,167999668.04000000
Bene-Beraq_ASCENDING_0.35,27,0,0,55780852.943094400,195890094.43
Bene-Beraq_ASCENDING_0.35,28,0,0,111375593.84031300,223733992.86
Bene-Beraq_ASCENDING_0.35,29,0,0,55594268.21699630,251531126.93
Bene-Beraq_ASCENDING_0.35,30,0,0,-27744781.271133100,279275908.23
Bene-Beraq_ASCENDING_0.35,31,0,0,-27688620.783997900,306964267.11
Bene-Beraq_ASCENDING_0.35,32,0,0,-27622855.450704200,334586829.64
Bene-Beraq_ASCENDING_0.35,33,0,0,-27564561.574014800,362151071.02
Bene-Beraq_ASCENDING_0.35,34,0,0,54991157.25127380,389646826.12
Bene-Beraq_ASCENDING_0.35,35,1,0,-27428151.158666700,417074592.11
Bene-Beraq_ASCENDING_0.35,36,1,0,-27351395.571544400,444425565.48
Bene-Beraq_ASCENDING_0.35,37,1,0,-27280407.084719200,471705516.94
Bene-Beraq_ASCENDING_0.35,38,1,0,-27167867.73980410,498872873.84
Bene-Beraq_ASCENDING_0.35,39,1,0,-27041463.357987300,525913763.79000000
Bene-Beraq_ASCENDING_0.35,40,2,0,-26893616.021586600,552806733.14
Bene-Beraq_ASCENDING_0.35,41,2,0,-26727731.92367470,579533735.77
Bene-Beraq_ASCENDING_0.35,42,4,0,-26565292.855143200,606098218.18
Bene-Beraq_ASCENDING_0.35,43,4,0,-26391825.41170510,632489146.38
Bene-Beraq_ASCENDING_0.35,44,5,0,-26193010.33799530,658681160.4400000
Bene-Beraq_ASCENDING_0.35,45,5,0,-25974990.126008700,684655044.66
Bene-Beraq_ASCENDING_0.35,46,6,0,-25767739.453699500,710421573.66
Bene-Beraq_ASCENDING_0.35,47,7,0,-25492764.837799500,735912988.87
Bene-Beraq_ASCENDING_0.35,48,7,0,-25214933.3125192,761126431.91
Bene-Beraq_ASCENDING_0.35,49,9,0,49812506.611335,786033507.76
Bene-Beraq_ASCENDING_0.35,50,10,0,-24584430.40699250,810616128.77
Bene-Beraq_ASCENDING_0.35,51,10,0,-26491814.00072730,837105908.77
Bene-Beraq_ASCENDING_0.35,52,10,0,-26049793.78074400,863153452.77
Bene-Beraq_ASCENDING_0.35,53,10,0,51278859.685597600,888794106.77
Bene-Beraq_ASCENDING_0.35,54,10,0,50362928.28509700,913976906.77
Bene-Beraq_ASCENDING_0.35,55,10,0,49403474.189180500,938680096.77
Bene-Beraq_ASCENDING_0.35,56,10,0,96696508.42965630,962855014.77
Bene-Beraq_ASCENDING_0.35,57,10,0,94442857.55746650,986466588.77
Bene-Beraq_ASCENDING_0.35,58,10,0,91897194.98932600,1009441824.77
Bene-Beraq_ASCENDING_0.35,59,10,0,44570579.420650700,1031729156.77
Bene-Beraq_ASCENDING_0.35,60,10,0,43178867.97488720,1053320802.77
Bene-Beraq_ASCENDING_0.35,61,10,0,41742537.566322300,1074194458.77
Bene-Beraq_ASCENDING_0.35,62,12,0,40267462.06665380,1094330756.77
Bene-Beraq_ASCENDING_0.35,63,14,0,38868249.150270600,1113767618.77
Bene-Beraq_ASCENDING_0.35,64,18,0,-18744696.69657110,1132506500.77
Bene-Beraq_ASCENDING_0.35,65,20,0,36062321.84688440,1150540740.77
