strategy,day,critical,deceased,reward,economic_index
Bene-Beraq_ASCENDING_0.35,113,261,71,67389117.7349183,1702006039.3060000
Bene-Beraq_ASCENDING_0.35,114,258,71,67298716.89925110,1713223716.4580000
Bene-Beraq_ASCENDING_0.35,115,256,71,67195851.395594,1724424247.354
Bene-Beraq_ASCENDING_0.35,116,255,71,44744407.40809820,1735612179.058
Bene-Beraq_ASCENDING_0.35,117,254,71,67019495.94567040,1746783313.0340000
Bene-Beraq_ASCENDING_0.35,118,252,71,44602357.443846900,1757935727.4340000
Bene-Beraq_ASCENDING_0.35,119,249,71,66858699.925741600,1769080058.0180000
Bene-Beraq_ASCENDING_0.35,120,249,71,66866669.27349030,1780225713.6180000
Bene-Beraq_ASCENDING_0.35,121,247,71,66869776.42678060,1791371883.6900000
Bene-Beraq_ASCENDING_0.35,122,247,71,66905337.53884170,1802523977.1380000
Bene-Beraq_ASCENDING_0.35,123,247,71,44660459.37323050,1813690890.8500000
Bene-Beraq_ASCENDING_0.35,124,245,71,44736778.394077600,1824876877.6660000
Bene-Beraq_ASCENDING_0.35,125,245,71,44785829.01953940,1836075120.5540000
Bene-Beraq_ASCENDING_0.35,126,245,71,44861536.18408440,1847292283.114
Bene-Beraq_ASCENDING_0.35,127,247,71,67447493.54925410,1858534712.434
Bene-Beraq_ASCENDING_0.35,128,249,71,67603609.96766320,1869803155.386
Bene-Beraq_ASCENDING_0.35,129,250,71,67754947.13237960,1881096815.4500000
Bene-Beraq_ASCENDING_0.35,130,251,71,67853121.6170757,1892406833.3380000
Bene-Beraq_ASCENDING_0.35,131,257,71,45322773.91378190,1903739265.4900000
Bene-Beraq_ASCENDING_0.35,132,257,71,68134850.66418090,1915096227.8580000
Bene-Beraq_ASCENDING_0.35,133,262,71,68283676.35318930,1926477989.6500000
Bene-Beraq_ASCENDING_0.35,134,263,71,68431747.98604670,1937884425.034
Bene-Beraq_ASCENDING_0.35,135,263,71,68543036.53366460,1949309403.9860000
Bene-Beraq_ASCENDING_0.35,136,261,71,68690681.67621470,1960758985.4260000
Bene-Beraq_ASCENDING_0.35,137,260,72,45859018.26859840,1972225435.25
Bene-Beraq_ASCENDING_0.35,138,259,74,22964939.108528700,1983711280.946
Bene-Beraq_ASCENDING_0.35,139,258,78,69002446.87783940,1995212809.594
Bene-Beraq_ASCENDING_0.35,140,257,81,69113225.600077,2006732796.594
